id,age,gender,province,population_group,monthly_income,education_level,employment_status,main_income_source,uses_bank_account,withdrawal_frequency,withdrawal_percentage,preferred_withdrawal_channel,reason_for_cash_use
3286,42,Female,Eastern Cape,White,11800.0,Secondary,Unemployed,Grants,Yes,Less often,72,ATM,Personal preference
3287,26,Male,Eastern Cape,Indian/Asian,15690.0,Secondary,Employed,Salary,Yes,Less often,84,ATM,Too little money
3288,36,Female,North West,Black African,6830.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
3289,47,Male,Western Cape,Black African,5000.0,Primary,Employed,Salary,Yes,Weekly,46,ATM,Too little money
3290,39,Female,Western Cape,Coloured,31950.0,Secondary,Employed,Salary,Yes,Weekly,46,ATM,Too little money
3291,18,Female,Gauteng,Black African,5520.0,Primary,Employed,Salary,Yes,Weekly,25,Retail store,To avoid fees
3292,36,Female,Mpumalanga,White,30800.0,Tertiary,Employed,Salary,Yes,Monthly,64,ATM,Too little money
3293,47,Male,North West,Black African,7270.0,Secondary,Unemployed,Remittances,Yes,Monthly,59,ATM,Too little money
3294,62,Male,KwaZulu-Natal,Black African,8920.0,Primary,Retired,Pension,Yes,Monthly,68,ATM,Personal preference
3295,32,Female,KwaZulu-Natal,Black African,1720.0,Primary,Employed,Salary,Yes,Less often,73,Bank branch,Personal preference
3296,33,Male,Limpopo,Black African,6610.0,Primary,Employed,Salary,Yes,Weekly,77,ATM,Personal preference
3297,52,Female,KwaZulu-Natal,Black African,8880.0,Secondary,Employed,Salary,Yes,Weekly,17,Retail store,Personal preference
3298,41,Male,KwaZulu-Natal,Black African,2530.0,Primary,Unemployed,Grants,No,Less often,100,None,No bank account
3299,28,Female,Eastern Cape,Black African,1730.0,Primary,Unemployed,Grants,Yes,Less often,84,ATM,Personal preference
3300,42,Male,KwaZulu-Natal,Black African,10750.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
3301,41,Male,Mpumalanga,Black African,3060.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
3302,24,Male,Gauteng,Black African,3980.0,Secondary,Employed,Salary,Yes,Weekly,93,Bank branch,Other
3303,19,Female,North West,Black African,4080.0,No formal education,Employed,Salary,Yes,Weekly,62,ATM,Too little money
3304,48,Female,North West,Black African,2270.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
3305,33,Female,Gauteng,Black African,3900.0,Primary,Unemployed,Grants,Yes,Less often,80,ATM,Personal preference
3306,44,Female,Eastern Cape,Indian/Asian,6090.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
3307,21,Female,Gauteng,Black African,9810.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
3308,18,Male,Gauteng,Black African,11340.0,Tertiary,Employed,Salary,Yes,Weekly,66,Retail store,Personal preference
3309,58,Male,Gauteng,Black African,15340.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
3310,26,Female,KwaZulu-Natal,Black African,3210.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
3311,40,Other,Gauteng,Black African,3400.0,No formal education,Self-employed,Remittances,Yes,Monthly,88,Retail store,Privacy
3312,56,Female,Eastern Cape,Black African,4330.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
3313,32,Male,KwaZulu-Natal,Black African,5890.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
3314,33,Other,Western Cape,Black African,820.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
3315,44,Female,Limpopo,Black African,4110.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
3316,35,Female,North West,Coloured,3100.0,No formal education,Student,Grants,Yes,Monthly,66,ATM,Too little money
3317,18,Male,North West,Indian/Asian,8400.0,Secondary,Employed,Salary,Yes,Weekly,14,ATM,Personal preference
3318,31,Male,Eastern Cape,Black African,4800.0,No formal education,Employed,Salary,Yes,Daily,44,ATM,Too little money
3319,18,Male,KwaZulu-Natal,Black African,23310.0,Secondary,Self-employed,Remittances,Yes,Weekly,6,ATM,Personal preference
3320,32,Male,Eastern Cape,Black African,2350.0,Primary,Employed,Salary,Yes,Monthly,75,ATM,Too little money
3321,48,Male,Gauteng,Black African,11980.0,Primary,Unemployed,Other,Yes,Monthly,32,ATM,To avoid fees
3322,20,Male,Gauteng,Black African,19690.0,Primary,Employed,Salary,Yes,Weekly,74,ATM,Too little money
3323,35,Female,Free State,Black African,3540.0,Primary,Employed,Salary,Yes,Weekly,92,ATM,Too little money
3324,25,Female,KwaZulu-Natal,Black African,1110.0,Secondary,Employed,Salary,Yes,Monthly,73,ATM,Personal preference
3325,31,Male,Northern Cape,Black African,4600.0,Secondary,Employed,Salary,Yes,Monthly,96,Retail store,Personal preference
3326,27,Male,Eastern Cape,Black African,3180.0,No formal education,Employed,Salary,Yes,Less often,65,ATM,Personal preference
3327,18,Female,Gauteng,Black African,38040.0,Primary,Self-employed,Salary,No,Less often,100,None,No bank account
3328,18,Female,Gauteng,White,34080.0,Secondary,Employed,Salary,Yes,Daily,24,Retail store,Too little money
3329,32,Male,Gauteng,Black African,14400.0,Secondary,Employed,Salary,Yes,Monthly,47,ATM,Too little money
3330,36,Male,Limpopo,Black African,1840.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
3331,26,Male,Northern Cape,Black African,14070.0,Secondary,Unemployed,Remittances,No,Less often,100,None,No bank account
3332,55,Female,Gauteng,Black African,2620.0,Primary,Unemployed,Grants,No,Less often,100,None,No bank account
3333,30,Female,Gauteng,Black African,6960.0,Tertiary,Unemployed,Other,Yes,Daily,77,ATM,Privacy
3334,18,Female,Limpopo,White,53850.0,Tertiary,Unemployed,Grants,Yes,Less often,90,ATM,Personal preference
3335,47,Male,Eastern Cape,Black African,3550.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
3336,44,Male,Western Cape,Black African,38040.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
3337,48,Female,Eastern Cape,Black African,1540.0,Primary,Unemployed,Remittances,Yes,Monthly,82,Retail store,Other
3338,38,Male,Mpumalanga,Black African,2870.0,Tertiary,Unemployed,Grants,Yes,Weekly,90,Bank branch,To avoid fees
3339,38,Female,Northern Cape,Black African,6750.0,Secondary,Student,Salary,Yes,Weekly,42,ATM,Personal preference
3340,34,Male,Western Cape,Black African,8910.0,Secondary,Employed,Salary,Yes,Daily,75,ATM,Personal preference
3341,26,Male,KwaZulu-Natal,Black African,3170.0,No formal education,Employed,Salary,No,Less often,100,None,No bank account
3342,50,Male,Western Cape,Black African,4750.0,No formal education,Unemployed,Grants,Yes,Monthly,74,ATM,To avoid fees
3343,31,Female,Gauteng,Black African,12730.0,Secondary,Self-employed,Salary,Yes,Less often,49,Retail store,Personal preference
3344,18,Male,Western Cape,Black African,24680.0,Tertiary,Employed,Salary,Yes,Less often,62,Retail store,Personal preference
3345,25,Male,KwaZulu-Natal,Black African,33500.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
3346,26,Male,Limpopo,Black African,2440.0,Primary,Unemployed,Grants,No,Less often,100,None,No bank account
3347,49,Female,Gauteng,Black African,8240.0,Tertiary,Self-employed,Salary,Yes,Less often,53,ATM,Too little money
3348,44,Female,KwaZulu-Natal,Coloured,3180.0,Primary,Employed,Salary,Yes,Monthly,79,ATM,Too little money
3349,28,Female,Gauteng,Coloured,27190.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
3350,35,Female,Western Cape,Black African,17180.0,Secondary,Employed,Salary,Yes,Monthly,53,ATM,Personal preference
3351,47,Female,Gauteng,Black African,2390.0,Primary,Unemployed,Grants,Yes,Monthly,100,ATM,Personal preference
3352,47,Male,Limpopo,Black African,9940.0,Primary,Employed,Salary,Yes,Less often,66,ATM,To avoid fees
3353,47,Female,Gauteng,Black African,12820.0,Primary,Employed,Salary,Yes,Weekly,74,ATM,Too little money
3354,34,Male,Mpumalanga,Black African,10750.0,Secondary,Unemployed,Grants,Yes,Less often,43,Retail store,Personal preference
3355,35,Male,Eastern Cape,Black African,1490.0,Primary,Unemployed,Remittances,Yes,Monthly,74,ATM,To avoid fees
3356,48,Female,Limpopo,Black African,920.0,Secondary,Self-employed,Remittances,No,Less often,100,None,No bank account
3357,20,Male,KwaZulu-Natal,Black African,1020.0,Primary,Self-employed,Remittances,Yes,Weekly,65,ATM,Too little money
3358,18,Male,Gauteng,Black African,5340.0,Secondary,Self-employed,Salary,No,Less often,100,None,No bank account
3359,46,Female,Gauteng,Black African,5680.0,Secondary,Unemployed,Grants,Yes,Monthly,61,ATM,Personal preference
3360,22,Male,Gauteng,Black African,6280.0,Tertiary,Employed,Salary,Yes,Less often,37,ATM,Personal preference
3361,18,Male,KwaZulu-Natal,Black African,4530.0,Primary,Unemployed,Grants,Yes,Weekly,100,Bank branch,Too little money
3362,18,Male,Eastern Cape,Coloured,4280.0,Primary,Employed,Salary,Yes,Weekly,65,ATM,Too little money
3363,40,Male,Eastern Cape,Black African,6610.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
3364,41,Male,Gauteng,Black African,14760.0,Primary,Unemployed,Grants,No,Less often,100,None,No bank account
3365,36,Female,Gauteng,Black African,3820.0,Primary,Self-employed,Salary,Yes,Weekly,66,ATM,To avoid fees
3366,22,Female,Gauteng,Black African,4510.0,Secondary,Self-employed,Other,Yes,Weekly,70,ATM,Personal preference
3367,41,Female,Free State,Black African,5680.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
3368,35,Male,KwaZulu-Natal,Black African,1350.0,Secondary,Employed,Salary,Yes,Monthly,85,ATM,Personal preference
3369,41,Female,KwaZulu-Natal,Black African,2790.0,Tertiary,Employed,Salary,Yes,Weekly,84,ATM,Personal preference
3370,25,Male,Mpumalanga,White,40080.0,Tertiary,Unemployed,Grants,Yes,Weekly,55,ATM,Too little money
3371,41,Male,Gauteng,Black African,5460.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
3372,26,Male,Mpumalanga,Black African,5230.0,Secondary,Self-employed,Salary,Yes,Less often,48,ATM,Too little money
3373,18,Female,North West,Black African,2450.0,No formal education,Retired,Pension,Yes,Monthly,84,ATM,Too little money
3374,46,Male,Gauteng,Black African,7370.0,Primary,Self-employed,Other,No,Less often,100,None,No bank account
3375,26,Female,KwaZulu-Natal,Black African,6420.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
3376,33,Male,KwaZulu-Natal,Black African,12030.0,Tertiary,Retired,Pension,Yes,Monthly,22,ATM,To avoid fees
3377,31,Female,Limpopo,Black African,4310.0,Primary,Unemployed,Other,No,Less often,100,None,No bank account
3378,44,Female,KwaZulu-Natal,Black African,10340.0,Secondary,Self-employed,Salary,No,Less often,100,None,No bank account
3379,39,Female,Limpopo,Black African,1290.0,Secondary,Employed,Salary,Yes,Less often,56,ATM,Too little money
3380,51,Male,Gauteng,Black African,2190.0,Secondary,Unemployed,Grants,No,Less often,100,None,No bank account
3381,34,Female,KwaZulu-Natal,Black African,5690.0,Secondary,Employed,Salary,Yes,Less often,78,ATM,Too little money
3382,54,Female,Gauteng,Black African,15740.0,Tertiary,Employed,Salary,Yes,Less often,51,ATM,Too little money
3383,18,Female,Gauteng,Black African,1450.0,Secondary,Employed,Salary,Yes,Monthly,70,ATM,Too little money
3384,28,Male,Gauteng,Black African,10030.0,Primary,Self-employed,Remittances,Yes,Less often,59,ATM,Personal preference
3385,27,Female,KwaZulu-Natal,Black African,2130.0,Secondary,Self-employed,Salary,Yes,Monthly,78,ATM,Too little money
3386,48,Female,Eastern Cape,Black African,590.0,Secondary,Unemployed,Grants,Yes,Monthly,92,ATM,Too little money
3387,47,Male,Limpopo,Black African,5000.0,Tertiary,Unemployed,Grants,Yes,Weekly,88,ATM,Personal preference
3388,41,Male,North West,Black African,1730.0,Primary,Unemployed,Remittances,Yes,Less often,62,ATM,Too little money
3389,42,Male,Mpumalanga,Black African,11850.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
3390,64,Female,North West,Coloured,5020.0,Primary,Retired,Grants,Yes,Less often,46,ATM,Too little money
3391,36,Female,Gauteng,Black African,6960.0,Primary,Employed,Salary,Yes,Weekly,100,ATM,Too little money
3392,40,Male,Gauteng,Black African,25620.0,Secondary,Self-employed,Salary,Yes,Monthly,16,ATM,To avoid fees
3393,29,Female,Gauteng,Black African,5590.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
3394,52,Male,Gauteng,Black African,3850.0,Primary,Employed,Salary,Yes,Monthly,81,ATM,Personal preference
3395,41,Male,Eastern Cape,Coloured,9730.0,Secondary,Employed,Salary,Yes,Monthly,47,ATM,Personal preference
3396,44,Male,Limpopo,Black African,1200.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
3397,46,Female,Mpumalanga,Black African,10680.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
3398,31,Female,Western Cape,Black African,19760.0,Tertiary,Employed,Salary,Yes,Weekly,80,ATM,Personal preference
3399,23,Female,Gauteng,Black African,6590.0,Secondary,Employed,Salary,Yes,Weekly,48,Retail store,Personal preference
3400,46,Male,Western Cape,White,91960.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
3401,34,Other,KwaZulu-Natal,Indian/Asian,2600.0,Secondary,Unemployed,Grants,Yes,Less often,62,ATM,Too little money
3402,26,Male,North West,Black African,3370.0,Secondary,Employed,Salary,Yes,Monthly,100,ATM,Other
3403,43,Male,Western Cape,White,11040.0,Secondary,Employed,Salary,Yes,Monthly,77,ATM,Personal preference
3404,33,Male,Mpumalanga,Black African,1020.0,Primary,Unemployed,Remittances,No,Less often,100,None,No bank account
3405,39,Other,Mpumalanga,Black African,3190.0,Secondary,Employed,Salary,Yes,Less often,98,Retail store,Other
3406,27,Male,Gauteng,Black African,20020.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
3407,42,Female,Northern Cape,Black African,3970.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
3408,23,Female,KwaZulu-Natal,Black African,2120.0,Primary,Unemployed,Other,Yes,Weekly,50,ATM,Too little money
3409,34,Female,North West,Black African,1600.0,Secondary,Unemployed,Grants,Yes,Monthly,75,ATM,Too little money
3410,43,Female,KwaZulu-Natal,Black African,4930.0,Primary,Unemployed,Grants,No,Less often,100,None,No bank account
3411,40,Female,Gauteng,White,9710.0,Tertiary,Unemployed,Remittances,Yes,Less often,49,ATM,Too little money
3412,38,Male,KwaZulu-Natal,Black African,6240.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
3413,39,Female,Limpopo,Black African,2560.0,No formal education,Unemployed,Remittances,Yes,Monthly,80,ATM,Personal preference
3414,31,Female,KwaZulu-Natal,Black African,19620.0,Secondary,Employed,Salary,Yes,Monthly,29,Retail store,Too little money
3415,31,Male,Eastern Cape,Black African,18590.0,Secondary,Employed,Salary,Yes,Weekly,80,ATM,Too little money
3416,35,Male,Gauteng,Black African,45410.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
3417,47,Female,Eastern Cape,Black African,62310.0,Tertiary,Self-employed,Other,Yes,Monthly,91,ATM,Too little money
3418,33,Male,Gauteng,Black African,12090.0,Primary,Employed,Salary,Yes,Weekly,74,ATM,Too little money
3419,52,Female,North West,Black African,3860.0,Primary,Self-employed,Grants,Yes,Monthly,71,ATM,Personal preference
3420,58,Male,KwaZulu-Natal,Black African,1650.0,Primary,Unemployed,Remittances,Yes,Weekly,93,Retail store,Too little money
3421,32,Female,Limpopo,Black African,1920.0,Primary,Unemployed,Grants,Yes,Weekly,66,Bank branch,Too little money
3422,36,Male,KwaZulu-Natal,Black African,3740.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
3423,27,Female,Gauteng,Black African,6710.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
3424,49,Male,Northern Cape,White,29340.0,Primary,Employed,Salary,Yes,Weekly,40,ATM,Personal preference
3425,18,Male,Western Cape,Black African,12080.0,Primary,Self-employed,Salary,No,Less often,100,None,No bank account
3426,32,Female,North West,Black African,890.0,Secondary,Unemployed,Grants,No,Less often,100,None,No bank account
3427,31,Male,Mpumalanga,Coloured,1480.0,No formal education,Employed,Salary,Yes,Weekly,67,Retail store,Too little money
3428,30,Female,Mpumalanga,White,59100.0,Primary,Self-employed,Salary,Yes,Weekly,73,ATM,Too little money
3429,55,Male,Western Cape,Black African,4400.0,Primary,Student,Remittances,Yes,Monthly,80,ATM,Too little money
3430,27,Male,Gauteng,Black African,5530.0,Tertiary,Student,Other,No,Less often,100,None,No bank account
3431,46,Female,Limpopo,Black African,740.0,Primary,Student,Remittances,Yes,Weekly,77,ATM,Other
3432,36,Female,Limpopo,Black African,5920.0,Tertiary,Employed,Salary,Yes,Weekly,54,ATM,To avoid fees
3433,48,Female,Eastern Cape,Black African,2480.0,Primary,Self-employed,Other,Yes,Less often,55,ATM,Other
3434,56,Female,Western Cape,Black African,6440.0,Primary,Employed,Salary,Yes,Monthly,62,ATM,Too little money
3435,32,Female,Free State,Black African,6880.0,Tertiary,Self-employed,Grants,No,Less often,100,None,No bank account
3436,30,Female,Gauteng,Black African,7110.0,Secondary,Employed,Salary,Yes,Less often,57,ATM,Other
